Involvement ID;Investor ID Downstream;Investor Name Downstream;Investor ID Upstream;Investor Name Upstream;Relation type;Investment type;Ownership share;Loan amount;Loan currency;Loan date;Comment
10001;41874;Dilman Organic LLC;41879;Klaus Vilhelm Dilman;Parent company;Shares/Equity;11.5;;;;
10002;41874;Dilman Organic LLC;41877;Maier Benedict Kornelius Karolus;Parent company;Shares/Equity;39.99;;;;
10003;41874;Dilman Organic LLC;41873;Michael Dilman;Parent company;Shares/Equity;48.49;;;;
10005;41882;Uagroholdyng LLC;41881;Uagro Beteiligungs GmbH;Parent company;Shares/Equity;99.8;;;;
10006;41883;UIFK-Agro LLC;41882;Uagroholdyng LLC;Parent company;Shares/Equity;;;;;
10007;41890;Bralirwa Plc;40943;Heineken N.V.;Parent company;Shares/Equity;75.0;;;;The Company (Bralirwa) is a subsidiary of Heineken N.V. based in the Netherlands, which owns 75% of the total shareholding while the remaining 25% is owned by the public.
10008;41749;PT Ladang Sawit Mas;37669;Bumitama Agri Ltd;Parent company;;;;;;
10010;40316;Lemur Resources Limited;40548;Bushveld Minerals Limited;Parent company;;100.0;;;;Lemur Holdings is a wholly owned subsidiary of Bushveld Minerals and is the company’s coal and power platform.
10011;40316;Lemur Resources Limited;41905;Development Bank of Southern Africa;Tertiary investor/lender;Debt financing;;;;;In April 2019 Lemur Holdings raised US$1 million from the Development Bank of Southern Africa toward the project.
10012;41906;Land Pride LLC;41907;Albus Gunter;Parent company;Shares/Equity;100.0;;;;
10013;41908;"""Biovena Ltd."" LLC";41910;Kostyantyn Wagner;Parent company;Shares/Equity;50.0;;;;
10014;41908;"""Biovena Ltd."" LLC";41909;Roland Wagner;Parent company;Shares/Equity;50.0;;;;
10015;41912;Horodnytsia Agro-Energy LLC;41910;Kostyantyn Wagner;Parent company;Shares/Equity;50.0;;;;
10016;41912;Horodnytsia Agro-Energy LLC;41909;Roland Wagner;Parent company;Shares/Equity;50.0;;;;
10017;41902;Unknown ( aquaculture industrial park);41901;Hainan Qinfu Foods Company Limited;Parent company;Shares/Equity;;;;;
10018;41901;Hainan Qinfu Foods Company Limited;41914;HAINAN QINFU INDUSTRIAL CO.LTD;Parent company;Shares/Equity;100.0;;;;Hainan Qinfu Foods Co.,Ltd  is wholly  Owned by Hainan Qinfu Industry Co.,Ltd
10019;41895;Bramin Maize Farm Ltd;41890;Bralirwa Plc;Parent company;Shares/Equity;50.0;;;;Bralirwa Plc, Rwanda's largest beverage producer entered a joint venture with Minimex, the leading maize milling company in Rwanda, creating Bramin Maize Farm Ltd
10020;41895;Bramin Maize Farm Ltd;41894;Minimex Ltd;Parent company;Shares/Equity;50.0;;;;Bralirwa Plc, Rwanda's largest beverage producer entered a joint venture with Minimex, the leading maize milling company in Rwanda, creating Bramin Maize Farm Ltd
10021;41894;Minimex Ltd;41891;ProDev Group Holding;Parent company;;;;;;Owners of Minimex Ltd are ProDev Group Holding, a Rwandan holding company involved in agribusiness and food processing, Banque Rwandaise de Developpement (BRD) and Military Medical Insurance (MMI).
10022;41894;Minimex Ltd;41893;Military Medical Insurance;Parent company;;;;;;Owners of Minimex Ltd are ProDev Group Holding, a Rwandan holding company involved in agribusiness and food processing, Banque Rwandaise de Developpement (BRD) and Military Medical Insurance (MMI).
10023;41894;Minimex Ltd;41892;Development Bank of Rwanda (Banque Rwandaise de Developpement (BRD));Parent company;;;;;;Owners of Minimex Ltd are ProDev Group Holding, a Rwandan holding company involved in agribusiness and food processing, Banque Rwandaise de Developpement (BRD) and Military Medical Insurance (MMI).
10024;41915;Stupnyk Agro LLC;41916;Heinrich Bokelo;Parent company;Shares/Equity;100.0;;;;
10025;41917;Karolya LLC;41916;Heinrich Bokelo;Parent company;Shares/Equity;100.0;;;;
10028;41923;Joint UA-GE LLC Sonyashnyi Dvir;41924;Johannes Kluth;Parent company;Shares/Equity;100.0;;;;
10029;41925;PE Mayer Delfs Agro;41926;Delfs  Klaus;Parent company;Shares/Equity;100.0;;;;
10030;41927;Agro-Svoboda LLC;41928;Transcarpatia GmbH&Co. KG;Parent company;Shares/Equity;100.0;;;;
10031;37530;PZ Wilmar;143;Wilmar International Ltd;Parent company;;;;;;"PZ Wilmar is a joint venture between PZ Cussons International, UK and
Wilmar International Ltd, Singapore"
10032;37530;PZ Wilmar;3427;PZ Cussons International;Parent company;;;;;;"PZ Wilmar is a joint venture between PZ Cussons International, UK and
Wilmar International Ltd, Singapore"
10042;41933;PSP im. Т. G. Shevchenko;41727;Managment company ULF LLC;Parent company;Shares/Equity;100.0;;;;
10043;41872;Mano Palm Oil Industries Inc. (MPOI);41871;Mano Manufacturing Company (MANCO);Parent company;Shares/Equity;100.0;;;;Mano Palm oil is a wholly-owned subsidiary of Mano Manufacturing Co, which is principally involved in the manufacturing of soap, bleach and detergents.
10044;41953;Agrogled S.r.l.;41954;Vest-Resurs S.r.l.;Parent company;;;;;;
10046;41956;Sungrain Group S.r.l.;41957;Sungrain Farming International Ltd.;Parent company;Shares/Equity;100.0;;;;
10047;41955;WeTrade Agro S.r.l.;41956;Sungrain Group S.r.l.;Parent company;Shares/Equity;100.0;;;;
10049;41959;Sudzucker-Moldova S.A.;41960;Sudzucker AG;Parent company;Shares/Equity;99.0;;;;
10050;41958;Agro-SZM S.r.l.;41959;Sudzucker-Moldova S.A.;Parent company;Shares/Equity;99.99;;;;
10051;41962;Trans Oil Group;41963;Aragvi Holding International Ltd.;Parent company;;;;;;
10057;41771;Milagro SA;41769;San Miguel;Parent company;;;;;;
10058;41770;Agricola Hoja Redonda S.A.;4169;San Miguel SA.;Parent company;;;;;;
10059;41768;Agro Guayabito S.A.;41767;Agrokasa S.A.;Parent company;;;;;;
10060;41421;La Finca Interactiva - Arachna Med;41420;Chemesis International Inc.;Parent company;Shares/Equity;100.0;;;;
10061;41989;Winslow Agro Fund;41988;Winslow Group;Parent company;;;;;;
10064;41971;Joseph Initiatives limited;41965;Agilis Partners limited;Parent company;;;;;;
10065;41971;Joseph Initiatives limited;41970;Common Fund for Commodities (CFC);Tertiary investor/lender;Debt financing;;500000.0;;;CFC was an early seed funder for JI, providing US$ 500,000 in longer term financing which enabled thecompany to finance its infrastructure investments
10066;41971;Joseph Initiatives limited;41360;Department for International Development (DFID);Tertiary investor/lender;Debt financing;;;;;Joseph Initiative limited is a dealer in grains which has benefited financial support from United Kingdom’s Department for International Development (DFID), Netherlands’ based Common Fund for Commodities (CFC).
10068;42017;NN Pension Insurance Company;42018;NN Continental Еurope Holdings B.V.;Parent company;Shares/Equity;100.0;;;;
10069;42016;NN Universal Pension Fund;42017;NN Pension Insurance Company;Parent company;;;;;;
10073;35526;Agricultural Land Opportunity Fund Mel Invest REIT (ALOFMI);42024;Venture Equity Bulgaria AD;Parent company;Shares/Equity;45.0;;;;
10080;41806;PT. Rimba Peranap Indah;41805;Asia Pacific Resources International Holdings Ltd (APRIL);Parent company;;;;;;
10081;41805;Asia Pacific Resources International Holdings Ltd (APRIL);2927;Royal Golden Eagle International (RGE);Parent company;;;;;;
10084;35528;Bulland Investment REIT;42040;DF Progress;Parent company;Shares/Equity;7.0;;;;
10085;35528;Bulland Investment REIT;42041;Universal Pension Fund 'Future';Parent company;Shares/Equity;6.9;;;;
10086;35528;Bulland Investment REIT;42042;Universal Pension Fund 'Toplina';Parent company;Shares/Equity;13.34;;;;
10087;35528;Bulland Investment REIT;42039;Euroins Romania Asigurare-Reasigurare S.A.;Parent company;Shares/Equity;11.72;;;;
10088;41810;PT Sentosa Pratama;41809;PT Katingan Timber Group;Parent company;;;;;;
10089;42031;JTF Madagascar;36550;Tozzi Green;Parent company;;;;;;JTF Madagascar, a Tozzi Green subsidiary
10090;42031;JTF Madagascar;41397;Belgian Investment Company for Developing Countries (BIO);Tertiary investor/lender;Debt financing;;3750000.0;;2019;JTF Madagascar has received a combined funding of 7.5 million euros from Finnfund (Finland) and the Belgian Investment Company for Developing Countries - BIO for its development.
10091;42031;JTF Madagascar;1443;Finnish Fund for Development Cooperation (Finnfund);Tertiary investor/lender;Debt financing;;3750000.0;;2019-12;"Finnfund’s financing: EUR 3,750,000
Share of Finnfund’s financing: 38%"
10092;41397;Belgian Investment Company for Developing Countries (BIO);42032;Belgian government;Parent company;Shares/Equity;100.0;;;;BIO is wholly owned by the Belgian government.
10100;37424;Hanhe Uganda Farm Co.;3495;Hebei Agricultural Science and Technology Co. Ltd;Parent company;;100.0;;;;
10101;41813;PT. Sekato Pratama Makmur;42045;Asia Pulp & Paper (APP) Sinar Mas;Parent company;;;;;;
10103;41827;Agrion Invest JSC;41977;Orbias Ltd;Parent company;;50.0;;;;
10104;41827;Agrion Invest JSC;41976;Solater Ltd;Parent company;;50.0;;;;
10118;41824;PT Hutan Mahligai;41821;Inhutani;Parent company;;20.0;;;;
10119;41824;PT Hutan Mahligai;41823;PT Green Kodeko International;Parent company;;51.0;;;;
10120;41824;PT Hutan Mahligai;41822;PT Timberdana;Parent company;;29.0;;;;
10127;42056;ATS Agribusiness Investments Ltd.;3521;NCH Capital Inc.;Parent company;;;;;;
10128;42057;ISC Parsec-Pro S.r.l.;42056;ATS Agribusiness Investments Ltd.;Parent company;;;;;;
10129;42054;Consoliterra S.r.l.;42057;ISC Parsec-Pro S.r.l.;Parent company;Shares/Equity;;;;;
10130;42055;AgroParc Managment S.r.l.;42060;Artur Rosioru;Parent company;Shares/Equity;20.0;;;;
10131;42055;AgroParc Managment S.r.l.;42054;Consoliterra S.r.l.;Parent company;Shares/Equity;80.0;;;;
10132;38050;Alsons Power;42066;Asia United Bank;Tertiary investor/lender;Debt financing;;;;;
10133;38050;Alsons Power;42067;Rizal Commercial Banking Corp.;Tertiary investor/lender;Debt financing;;;;;
10134;38050;Alsons Power;42071;China Bank Savings;Tertiary investor/lender;Debt financing;;;;;
10135;38050;Alsons Power;42072;Robinsons Bank Corporation;Tertiary investor/lender;Debt financing;;;;;
10136;38050;Alsons Power;42069;Philippine Business Bank;Tertiary investor/lender;Debt financing;;;;;
10137;38050;Alsons Power;2964;Alcantara Group;Parent company;;;;;;
10138;38050;Alsons Power;42065;BDO Universal Bank;Tertiary investor/lender;Debt financing;;;;;
10139;38050;Alsons Power;42068;United Coconut Planters Bank;Tertiary investor/lender;Debt financing;;;;;
10143;38037;Bioeq Energy Holdings One;42075;Equis Development Pte. Ltd. (Equis);Parent company;;;;;;
10144;41406;Myanmar Thai Rubber Joint Corporation Ltd;2913;Thai Rubber Latex Group Public Company Ltd (THAITEX);Parent company;Shares/Equity;64.0;;;;
10145;41406;Myanmar Thai Rubber Joint Corporation Ltd;41407;Vantage Company Ltd;Parent company;;;;;;
10148;41947;KLN Agro LLC;41944;Kozak Bohdan;Parent company;Shares/Equity;30.0;;;;"Founder’s address: 78000, Ivano-Frankivska obl., Tlumatskyy rayon, misto Tlumach, VULYTSIA BOHUNA, budynok 35
Amount of contribution in the authorized capital:  2 190 000.00 UAH"
10149;41947;KLN Agro LLC;41945;Neimair Verner Eduard;Parent company;Shares/Equity;35.0;;;;"Founder’s address: Haundorf, Germany
Amount of contribution in the authorized capital:  2 555 000.00 UAH"
10150;41947;KLN Agro LLC;41946;Luff Karin Mariia;Parent company;Shares/Equity;35.0;;;;"Founder’s address: Taylenhofen, Germany
Amount of contribution in the authorized capital:  2 555 000.00 UAH"
10151;42077;Tomato Jos;42076;Mira Mehta;Parent company;;;;;;
10152;2797;EMPRESA AGROINDUSTRIAL CASA GRANDE;3087;Grupo Gloria;Parent company;;;;;;
10157;36854;Felisa Coy Ltd;1511;FELISA;Parent company;;;;;;
10158;36854;Felisa Coy Ltd;1512;Unnamed investor 261;Parent company;;;;;;
10159;42087;Unknown (Agro-ED);42086;Agro-ED;Parent company;;;;;;
10160;42090;Unknown (Government of Belarus);42089;Government of Belarus;Parent company;;;;;;
10161;42092;Segera Ranch;42091;Jochen Zeitz;Parent company;;;;;;
10164;42095;Unknown (ESV Group plc);42097;ESV Group plc;Parent company;;;;;;
10167;42096;Promasidor Nigeria Limited (PNL);42098;Promasidor (South Africa) (Pty) Ltd;Parent company;;;;;;The company which operates as a subsidirary of Promasidor (South Africa) (Pty) Limited
10168;42099;Dangote Rice Limited;1448;Dangote Industries;Parent company;;;;;;Dangote Group subsidiary Dangote Rice Ltd
10169;41642;Heng Nong (Cambodia) International Company Ltd.;2303;Hengfu Sugar Group;Parent company;;;;;;
10181;41992;Hera Agro Ltd;46896;Tianjin Farm Cultivation Group Company Bulgaria LLC;Parent company;;100.0;;;;
10182;35008;Dao Tieng Viet-Lao Rubber Company;257;Kaosouyaotiang Viet-Lao Company;Parent company;;;;;;
10183;41949;Petersen AGRO PC;41948;Petersen Nils;Parent company;Shares/Equity;100.0;;;;
10184;40890;Dakor Agroholding;3528;UkrLandFarming PLC;Parent company;Shares/Equity;;;;;https://www.ulf.com.ua/en/company/history/ - history of UkrLandFarming.
10185;42051;Hetmanske LLC;41929;TNA Corporate Solutions LLC;Parent company;Shares/Equity;100.0;;;;The beneficiary owner is Nicholas Piazza. 2019/11/26  there was owner's replacement  from Managment company ULF to TNA Corporate Solutions.
10186;42101;Yugtranzitservis-agroproduct LLC;42100;Extrar Holding Limeted;Parent company;Shares/Equity;10.0;;;;
10187;42101;Yugtranzitservis-agroproduct LLC;41727;Managment company ULF LLC;Parent company;Shares/Equity;89.99;;;;
10188;41968;Korystivske LLC;41967;TS&TS Ahrar GmbH& Co. KG;Parent company;Shares/Equity;100.0;;;;
10189;42038;Podillya Agroproduct LLC;41929;TNA Corporate Solutions LLC;Parent company;Shares/Equity;100.0;;;;
10192;41999;Novi Agrarni Tekhnologii LLC;41997;Khmelnytske ATP 16854 PrJSC;Parent company;Shares/Equity;13.0;;;;
10193;41999;Novi Agrarni Tekhnologii LLC;41995;Venhri Agrar;Parent company;Shares/Equity;45.0;;;;
10194;42023;"Agrarian Company''Proskuriv"" LLC";42022;"PJSC ""Proskuriv""";Parent company;Shares/Equity;49.0;;;;
10195;42023;"Agrarian Company''Proskuriv"" LLC";42020;Yaher Tonnis Chapko;Parent company;Shares/Equity;51.0;;;;
10196;42001;Bagva LLC;42000;Moritz Stamm;Parent company;Shares/Equity;99.0;;;;
10197;35013;Lane Xang Minerals Limited;2051;Government of Laos;Parent company;;10.0;;;;
10198;35013;Lane Xang Minerals Limited;2061;MMG Ltd;Parent company;;9.0;;;;
10199;35013;Lane Xang Minerals Limited;42107;Chifeng Jilong Gold Mining Co.;Parent company;;81.0;;;;
10200;519;Luveco Fruits and Vegetables;41738;Northern Food Corporation;Parent company;;;;;;
10201;35021;Mitr Lao Sugar Company;274;Mitr Phol Group;Parent company;;100.0;;;;
10202;36909;Thar Coal Mining Pte Ltd;372;Bin Daen Group of Dubai;Parent company;;;;;;
10203;36909;Thar Coal Mining Pte Ltd;371;Pan Energy Developing Company (PEDCO);Parent company;;;;;;
10204;42113;Bin Daen PEDCO Coalfield Pvt. Ltd;36909;Thar Coal Mining Pte Ltd;Parent company;;;;;;
10205;36809;Sino Sindh Resources Limited;2219;Global Mining Company;Parent company;;55.0;;;;
10206;36809;Sino Sindh Resources Limited;42114;Asiapak Investments Limited;Parent company;;40.0;;;;
10207;35271;Mahindra Lifespace Developers Ltd.;557;Maharashtra Industrial Development Corporation Ltd;Parent company;;;;;;
10208;35271;Mahindra Lifespace Developers Ltd.;558;Mahindra Reality developers;Parent company;;;;;;
10212;41110;Beshpagir LLC;3900;Sistema JSFC GDR;Parent company;;;;;;
10213;3900;Sistema JSFC GDR;41109;Raysun International Corporation;Parent company;;;;;;
10214;39318;Agroholding 'Steppe';3900;Sistema JSFC GDR;Parent company;;;;;;
10218;42124;United Sugar Company LLC;42123;Meadway Holdings Ltd.;Parent company;Shares/Equity;;;;;
10219;42122;Agroproduct LLC;42124;United Sugar Company LLC;Parent company;;;;;;
10220;42121;Central Black Earth APK LLC;42122;Agroproduct LLC;Parent company;;;;;;
10233;886;Razgulay Group;42131;Altima Restructure Fund Ltd.;Parent company;Shares/Equity;8.18;;;;
10234;886;Razgulay Group;42129;Amoril Holding Ltd.;Parent company;Shares/Equity;9.6;;;;
10235;886;Razgulay Group;42136;Antoline Ltd.;Parent company;Shares/Equity;;;;;
10236;886;Razgulay Group;42133;Chandlor Ltd;Parent company;Shares/Equity;7.6;;;;
10237;886;Razgulay Group;42128;Globalco Holding;Parent company;Shares/Equity;52.0;;;;
10238;886;Razgulay Group;42130;Oltrin Associates Ltd.;Parent company;Shares/Equity;8.23;;;;
10239;886;Razgulay Group;42135;Razgouliay Ukrros Group Ltd.;Parent company;Shares/Equity;6.31;;;;
10240;886;Razgulay Group;42132;State Street Bank and Trust Company;Parent company;Shares/Equity;6.47;;;;
10241;886;Razgulay Group;42134;Tapshaw Invest Ltd.;Parent company;Shares/Equity;;;;;
10242;38095;Razgulay-Agro Company;886;Razgulay Group;Parent company;;;;;;
10248;42142;JSC Rusagro Group;3906;Ros Agro PLC;Parent company;Shares/Equity;100.0;;;;
10249;42141;Group of companies Rusagro LLC;42142;JSC Rusagro Group;Parent company;;;;;;
10250;38920;Rusagro-Invest LLC;42141;Group of companies Rusagro LLC;Parent company;;;;;;
10251;42143;Vozrozhdenie LLC;42141;Group of companies Rusagro LLC;Parent company;Shares/Equity;100.0;;;;
10252;42144;Alekseevkaagroinvest LLC;38920;Rusagro-Invest LLC;Parent company;Shares/Equity;100.0;;;;
10253;40996;National Irrigation Authority;40997;Bank Leumi;Tertiary investor/lender;Debt financing;;6350000000.0;;2015;In December 2015, a commercial loan of KES 6.35 billion was signed with Bank Leumi of Israel to finance the development of the Galana Kulalu Food Security Project demonstration farm.
10254;40996;National Irrigation Authority;1154;Government of Kenya;Parent company;Shares/Equity;100.0;;;;This is a state corporation fully owned and managed by the Government of Kenya with funding from the National treasury.
10255;40958;Unknown (Tullow Oil PLC, Africa Oil Corp, Total);40955;Tullow Oil PLC;Parent company;Shares/Equity;50.0;;;;Tullow Oil plc (50% and Operator)
10256;40958;Unknown (Tullow Oil PLC, Africa Oil Corp, Total);40957;Total S.A.;Parent company;Shares/Equity;25.0;;;;Total S.A. (25%)
10257;40958;Unknown (Tullow Oil PLC, Africa Oil Corp, Total);40956;Africa Oil Corp;Parent company;Shares/Equity;25.0;;;;Africa Oil Corp. has a 25% working interest in Project Oil Kenya
10258;40974;PTK Panonija ad;40973;Baltic Property Investments LTD;Parent company;;;;;;
10261;40989;Unknown (Consolata Ayoo);40988;Consolata Ayoo;Parent company;;;;;;US-based Kenyan businesswoman.
10262;40561;Galana Ranch;40559;Arafco Agricultural Integration Company Ltd;Parent company;Shares/Equity;10.0;;;;
10263;40561;Galana Ranch;40560;Prince Sultan Bin Nassir Bin Abdulaziz Al-Said;Parent company;Shares/Equity;90.0;;;;
10264;40561;Galana Ranch;40997;Bank Leumi;Tertiary investor/lender;Debt financing;;6350000000.0;;2015;In December 2015, a commercial loan of KES 6.35 billion was signed with Bank Leumi of Israel to finance the contract .
10265;5010;East Africa Breweries Limited;42146;Diageo Plc;Parent company;Shares/Equity;50.3;;;;Diageo Plc (United Kingdom) owns 50.3% of shares
10323;42152;Viktoria Group a.d.;4778;EBRD (European Bank of Reconstruction and Development);Tertiary investor/lender;Debt financing;;82550000.0;;2007;"Project number: 37705; Approval date: 04 Sep 2007. Status: Repaying. Project Cost EUR 82.55 million."
10324;42140;Victoria Logistic d.o.o;42152;Viktoria Group a.d.;Parent company;Shares/Equity;100.0;;;;
10325;39702;James Finlay (Kenya) Limited;4924;James Finlay Limited;Parent company;Shares/Equity;100.0;;;;"James Finlay (Kenya) Limited is a wholly owned subsidiary of James Finlay Limited.It is one of the largest independent tea traders in the world.The company has extensive tea and horticultural interests in Kenya, South Africa, Sri Lanka and China, complemented by global trading, packaging and extraction activities. It’s primary markets are in the UK, USA, Asia and
increasingly continental Europe"
10326;4924;James Finlay Limited;2683;John Swire & Sons Limited;Parent company;Shares/Equity;100.0;;;;
10327;39698;Kakuzi Plc;4920;Camellia plc;Parent company;Shares/Equity;50.7;;;;Kakuzi Plc's parent company is Camellia Plc, a UK based corporate, with a 50.7% shareholding.
10329;42156;ATZT Myrne LLC;42151;Vita Genero Limited;Parent company;Shares/Equity;99.0;;;;
10330;42157;Khmelnytsk-Agro LLC;5030;Epicentr-K LLC;Parent company;Shares/Equity;96.7;;;;
10331;37030;PT Sumber Hasil Prima;2329;Goodhope Asia Holdings Ltd;Parent company;;;;;;
10332;2329;Goodhope Asia Holdings Ltd;2351;Carson Cumberbatch PLC;Parent company;;;;;;
10333;37033;PT Sinar Sawit Andalan;2329;Goodhope Asia Holdings Ltd;Parent company;;;;;;
10334;39689;Entumoto Safari Camp ltd;42174;Karl von Heland;Parent company;;;;;;Karl von Heland established Entumoto Safari Camp together with his close colleague Rimoine Ole Kararei and some Swedish family companies.
10335;42175;Ol Pejeta Ranching Ltd;39688;Ol Pejeta Conservancy Ltd;Parent company;Shares/Equity;100.0;;;;Ol Pejeta Ranching Ltd. is 100% owned by Ol Pejeta Conservancy Ltd.
10336;41952;Cassava Starch Tanzania Corporation (CSTC);42179;Unknown (Cassava Starch Tanzania Corporation (CSTC));Parent company;;;;;;
10337;37684;Euro Vistaa (Tanzania) Ltd;2705;Eurovistaa Trading Co. Ltd;Parent company;;100.0;;;;
10341;42161;Jedinstvo d.o.o.;42150;Delta Agrar LLC;Parent company;Shares/Equity;100.0;;;;
10342;42160;Napredak d.o.o.;42150;Delta Agrar LLC;Parent company;Shares/Equity;86.93;;;;
10343;42158;Podunavlje doo;42150;Delta Agrar LLC;Parent company;Shares/Equity;100.0;;;;
10344;42165;Pd Zajecar d.o.o.;42150;Delta Agrar LLC;Parent company;Shares/Equity;;;;;
10345;42164;Topola d.o.o. Banatska Topola;42150;Delta Agrar LLC;Parent company;Shares/Equity;100.0;;;;
10346;42150;Delta Agrar LLC;42148;Delta Investment LLC;Parent company;Shares/Equity;68.0;;;;
10347;42150;Delta Agrar LLC;42149;Hemslade Trading Limited;Parent company;Shares/Equity;31.0;;;;
10348;42159;Kozara d.o.o.;42150;Delta Agrar LLC;Parent company;Shares/Equity;100.0;;;;
10349;37692;Syngen Fuels and Agri Products;2712;SyEnergy Agriproduction;Parent company;;;;;;
10350;42148;Delta Investment LLC;42147;Astatine Holdings Limited;Parent company;Shares/Equity;100.0;;;;Information about the ownership from the Agence of Bussiness Registers.
10351;42115;AL Rawafed International Investment LLC;42119;AL Rawafed Holding LLC;Parent company;Shares/Equity;98.0;;;;
10352;42119;AL Rawafed Holding LLC;41227;Elite Agro LLC;Parent company;Shares/Equity;100.0;;;;
10353;39232;Al Rawafed Serbia;42115;AL Rawafed International Investment LLC;Parent company;Shares/Equity;100.0;;;;
10360;37347;Safe Agricultural Products Ltd.;1743;Safe Production Ltd;Parent company;;;;;;
10362;42181;Al Dahra Serbia LLC;42180;AL Dahra Serbia Investments LLC;Parent company;Shares/Equity;100.0;;;;
10363;40975;Poljoprivredna Korporacija Beograd (PKB) AD;42181;Al Dahra Serbia LLC;Parent company;Shares/Equity;;;;;According to the Agreement signed in 2018 -  the new owner became Al Dahra Serbia LLC as a specially created company to accomplish this Agreement.
10364;42180;AL Dahra Serbia Investments LLC;346;Al Dahra Agricultural Company LLC;Parent company;;;;;;
10365;4377;Alliance One International, Inc;42178;Pyxus International, Inc;Parent company;;;;;;Alliance One International, LLC. is a subsidiary of Pyxus International, Inc.
10368;42184;PIK-Becej a.d.;42127;MK Group LLC;Parent company;Shares/Equity;100.0;;;;Under the published documents in the Agency of Bussiness Register, the main shareholder is MK Group LLC.
10369;42185;Agri Business Partner d.o.o.;40973;Baltic Property Investments LTD;Parent company;Shares/Equity;100.0;;;;
10371;37929;PT Bio Inti Agrindo;2966;Daewoo International Corporation;Parent company;;85.0;;;;
10372;2966;Daewoo International Corporation;573;POSCO;Parent company;;68.0;;;;
10373;42186;Westfalia Fruits;3228;Hans Merensky Holdings;Parent company;Shares/Equity;;;;;Westfalia Fruit is part of the privately-held Hans Merensky Holdings (HMH) Group.
10376;37748;Wanbao Africa agriculture Development Limitada  (WAADL);42188;Shungong Chai;Parent company;Shares/Equity;5.0;;;;
10377;37748;Wanbao Africa agriculture Development Limitada  (WAADL);42187;Três Fontes Investment Limited;Parent company;;95.0;;;;In 2013, Wanbao Grain and Oils Co sold 95% of its share in WAADL to a Mauritian company called Três Fontes Investment, Limited.
10378;37748;Wanbao Africa agriculture Development Limitada  (WAADL);3324;China Africa Development Fund;Tertiary investor/lender;Debt financing;;;;;CDB is financing the project, and at the end of 2013 claimed to have disbursed US$20m for the project .
10379;40982;PP Feketic a.d.;42185;Agri Business Partner d.o.o.;Parent company;Shares/Equity;100.0;;;;
10380;40983;PP Vojvodina a.d.;42185;Agri Business Partner d.o.o.;Parent company;Shares/Equity;71.0;;;;
10381;38702;Mozambique Agricultural Corporation, S.A. (Mozaco);3640;João Ferreira dos Santos (JFS Holding);Parent company;Shares/Equity;40.0;;;;JFS Holding is 100% owned by the Ferreira dos Santos family of Portugal
10382;38702;Mozambique Agricultural Corporation, S.A. (Mozaco);3639;Rioforte Investments;Parent company;;60.0;;;;RI is the majority owner of Mozaco, with 60% of the company’s shares.
10383;3324;China Africa Development Fund;412;China Development Bank;Parent company;Shares/Equity;;;;;The China-Africa Development Fund, is a Chinese private equity fund solely funded by China Development Bank, a Chinese government policy bank.
10385;42108;Williamson Mine;42189;Petra Diamonds;Parent company;Shares/Equity;75.0;;;;
10386;42108;Williamson Mine;1531;Government of Tanzania;Parent company;Shares/Equity;25.0;;;;
10389;39432;AC Matama;36735;African Century Agriculture Limited;Parent company;Shares/Equity;80.0;;;;The company was set up by African Century Agriculture Limited (80%) and the Malonda Foundation (20%)
10390;36735;African Century Agriculture Limited;3633;African Century Group;Parent company;Shares/Equity;;;;;
10394;42201;African Century  Agriculture (Moçambique);36735;African Century Agriculture Limited;Parent company;;;;;;African Century is an operating investment company that has developed a portfolio of investments in sub-Saharan Africa, principally in East and Southern Africa.
10395;36941;Massingir Agro-Industrial;2283;Sociedade de Investimentos Agro-Industriais do Limpopo (SIAL);Parent company;;49.0;;;;Massingir Agro-Industrial (MAI) is 51% owned by the South African company Transvaal Suiker Beperk and 49% by the Mozambican company Sociedade de Investimentos Agroindustrias de Limpopo (SIAL).
10396;36941;Massingir Agro-Industrial;2282;TSB Sugar;Parent company;;51.0;;;;"Massingir Agro-Industrial (MAI) is 51% owned by the South African company Transvaal Suiker Beperk and 49% by the Mozambican company Sociedade de Investimentos Agroindustrias de
Limpopo (SIAL)."
10397;36370;Rei do Agro Limitada;3117;AgDevCo;Tertiary investor/lender;Debt financing;;;;;The company's 2013/14 farming activities were financed by AgDevCo.
10398;36370;Rei do Agro Limitada;1779;Aslan Global Management;Parent company;;100.0;;;;
10402;36327;Euromoz;42203;Ana Alonso;Parent company;;;;;;Euro Moz was set up by Spanish businesswoman Ana Alonso with her own resources.
10407;42207;CSC-Boustead Beef Zimbabwe;41195;Cold Storage Company Limited;Parent company;;;;;;A joint venture agreement between CSC and a United Kingdom investor, Boustead Beef.
10408;42207;CSC-Boustead Beef Zimbabwe;41194;Boustead Beef (Pvt) Ltd;Parent company;;;;;;
10418;42219;Mutamba project joint venture;42217;Mutamba Minerals Sands;Parent company;;;;;;
10419;42219;Mutamba project joint venture;42214;Matilda Minerals Ltda;Parent company;;;;;;
10424;42214;Matilda Minerals Ltda;42213;Savannah Resources Plc;Parent company;Shares/Equity;100.0;;;;
10425;42217;Mutamba Minerals Sands;4083;Rio Tinto plc;Parent company;Shares/Equity;;;;;
10427;42231;Palme d’Or;42230;El Sahely brothers (Palme d’Or);Parent company;;;;;;The Palme d’Or  is owned by the Lebanese El Sahely brothers.
