ID;Deal ID;Contract number;Contract date;Contract expiration date;Duration of the agreement;Comment on contract
9ZMH8HGF;472;MOU between EnviroPlasma Ltd (Korea) and Central Luzon Bioenergy Corp. (Philippines);2009-05;;;A memorandum of understanding pledging a $300 million investment to establish a 500,000 L/day sugarcane ethanol plant in Clark. Marked the first Korean venture into Philippine bioethanol, aiming for operation by 2012. This MOU outlined the joint venture and initial commitments, but was not a final implementation contract.
xKHNmTly;472;MOU between Central Luzon Bioenergy Corp. and KEPCO subsidiary (Korea Western Power Co.);2010-01-22;;;Agreement in principle for a Korean state-owned power company to take over the project after the original investor’s withdrawal. The MoU affirmed plans for a 150 ML/year ethanol + 40 MW co-gen plant, with operations targeted in 2012. No evidence of this progressing to a full JV contract – it remained an intent to invest.
r871iDsw;474;MOU (Memorandum of Understanding);2009-06-11;;;"Planned for signing in June 2009 between KOGID, PhilMaize, and PADCC. Duration: would outline general cooperation; likely a prelude to a more detailed JV agreement. Description: A non-binding agreement to invest $12M to develop 10,000 ha for corn in Mallig, build post-harvest facilities, and export corn to Korea. Status: Not signed – KOGID requested a hold pending review of tax/exemption issues, so the MOU was postponed and ultimately never executed."
ZI5xF6of;474;Joint Venture Agreement;2008;;;"Proposed between PhilMaize and KOGID to create a project company (with PADCC as facilitator). Date: initial discussions in 2008; BSP reported “formation of a JV…worth P600M” in late 2008. Duration: not finalized, but likely envisioned as a long-term partnership (possibly 25 years or more to coincide with land lease). Description: Would have established roles, equity shares, and commitments: KOGID providing capital and equipment, PhilMaize organizing farmers and local knowledge, PADCC assisting with land access and permits. Status: Not finalized."
pO0qFTjG;478;FTAA-001;1994-06-20;2019-06-20;25;"Renewal for FTAA is still pending as on 2020.

[2021] FTAA is already finalized as per Mines and Geosciences Bureau and pending approval from the Secretary of DENR and the President."
jEip1l0r;480;Land lease – Tolentino clan (200 ha, Brgy. Nagpan, Malungon);2010-03;;;Private lease enabling COPI to assume/manage plantation.
VtVAXgXA;480;Land lease – Brgy. Tampal (30 ha);2010-03;;;Additional planted area under lease.
Yf-VagRl;480;Land lease – Malapatan (~20 ha);2010-03;;;Existing jatropha area taken over.
hQVZwNmV;480;COPI plant ECC (GenSan);;;;Environmental Compliance Certificate for seed-pressing plant.
6WKP5zLt;480;Capital increase (COPI);2011-02;;;Curcas Oil N.V. raised COPI capital (stake to 90%).
sdCv2FNp;492;MPSA No. 220-2005-IVB;2005-12-01;2030-12-01;30;Mineral Production Sharing Agreement issued by the Department of Environment and Natural Resources.
L3-3F60e;493;;;;;The Seaweed farm is a joint venture agreement between the local government unit and the investor
UeyCgHh2;494;;2005-01-01;2019-11-30;;looking at BFAR (government) records, it seems the contract lasts for 2 years and then the company renews for another 2 years.
67FJHvLZ;495;;;;;A 5-year shoreland lease agreement can be applied for through the LLDA. For the period of 2001-2007, a total of 123 Lease Agreements have been issued by the LLDA and 495 notices of violations were served to violators of rules on shoreland set by the LLDA (2008: 4).
2sH4eMti;510;;;;5;
A4x60sYU;513;;;;5;
SHlP5-TY;519;;;;49;
sBnJHEZ0;541;;;;30;
VTdHPGGJ;542;;;;35;
2zj51BPB;543;;;;;*The group has recently signed a contract with E.C. EURO Consult to transport its paper and pulp production equipment imported from Canada. The $99.5 million contract will cover assembling design, upgrading and operating the four production lines, valued at $49 million, which the Tan Mai Group bought from a factory in Quebec.
oCCEOORP;544;14104300056 ;2008-02-21;;50;*Granted 50-years concessions in 6 provinces for a total of 349,000 ha of forest land to grow acacia and eucalyptus for their wood mills, that produce wood chips for export.
Pm_n5I0H;548;;2007-11-01;;17;
2IfsGLUV;556;;2007-01-07;;;
LN3ZJ3xo;569;;1995-01-01;;90;
nZo6GzRk;569;;2007-06-18;;5;Formal approval lasts for 5 years and can be extended
_2681GDM;590;;;;30;
RPVzbarr;614;;;;49;
x4U-M4fl;616;;2007-04-12;;;
vjkflTlz;618;;;;;Government of Punjab will provide land to establish the citrus nursery and support the establishment of greenhouses and screen-houses, Pepsi will operate the nursery.
dOAAENsi;629;;;;99;
DG2ur5GR;644;;;;20;
Jx08AtJ0;650;;;;20;
s-FTc7s7;654;;2005-10-25;;30;
5GrLiRoO;661;;;;25;
nf8GzGe0;663;;2008-03-20;;;
iWAajIJZ;665;;2009-01-15;;;
9Xls0leS;666;;2009-02-16;;;
59RLEy8v;677;;2008-01-09;;;
gCBST0Fp;686;;2006-08-21;;;
wm9JxTtL;691;;;;50;
i2ete3Tj;719;;;;20;
1w4V2aI9;724;;;;5;
SwUHO9y2;765;;2011-09-29;2041-09-29;30;
tGSS5q4E;778;;;;25;
fL-f_AeC;799;;;;30;
4eb9j7-A;805;;2006-10-20;;;Contract for exploration in SIRIRI oil block. The company could exploit the field after 6 years until it is not economically anymore.
dthRx3Cb;811;EIG 163;2006-11-02;;30;
pfeho1X3;811;GGF 151;2006-11-14;;30;
OhxrHVzN;821;;;;30;
uReRYMDH;822;;2012-07-26;;;
0fXI63az;847;;;;30;
d24WOchE;849;;;;90;
PDMXavWg;851;;;;25;
WaMG-_4U;854;;;;30;
Ewf4R-n-;865;;;;25;
woPgUzuY;883;;2011-03-25;;;
60NHjw_I;976;;1998;;;Since 1998, NBPOL has developed oil palm on customary land under a lease-lease back (LLB) scheme. 
iZRTPioS;976;;1968;;;NBPOL was established in 1968 on landholdings granted under state agricultural leases created by the former colonial administration. Mosa POM, in particular, is situated in a land leased by NBPOL from the government for 99 years from August 01, 1968.
eR_rTPz5;976;;;;;The land used by smallholders for oil palm cultivation is owned under the Clan Land Use Agreement (CLUA) and Special Agricultural and Business Lease. 
W8GSUhI1;1018;;2009-03-18;;99;
T5sQW9_N;1019;;;2076;50;"[Lease]
Before commencing operation, NBPOL/GPPOL ensured that all land leases were standardized with lease expiry dates renewed and extended until 2076. Leases were on 50-year terms, with a 20-year renewal option."
J-_lJa2f;1019;;2013;;;"[Outright Purchase]
In 2013, a portion of land was purchased on the outskirts of Honiara in preparation for the relocation and expansion of the bulk station tank farm when further expansion of the project takes place."
qIXldm2O;1019;;;;;"[Binu Out-grower scheme]
Under the arrangements with the Binu out-growers, five percent of the proceeds from palm-oil sales go into a fund managed by the Tetere Outgrowers' Association, in which out-growers can access credit from. In order to repay debts, GPPOL deducts money from payments at the source."
VHn46yqZ;1019;;;;;"[Remaining 314 ha of Out-grower blocks]
The land tenure arrangements for many of these blocks differ significantly from those in the Binu area, as they are usually on customary land that, in some cases, has never been alienated or registered. To address this, prospective out-growers were required to complete a smallholder approval form which asks for confirmation of customary right to use and occupy land for the growing of oil-palm. Where agreement is reached on the participation of new blocks, GPPOL provides interest-free loans to cover start-up costs, as well as seedlings and technical assistance."
skid2BCs;1060;;2000-05-16;;35;
vTqEnVhS;1088;;;;;Bilateral agreements between governments are required before agriculture begins
sNfIZTDY;1099;;2009;2059;50;The contract is expected to end in 2059.
QK_M5HVw;1101;;;;50;
GsGa34L6;1103;;2010;;50;
TufM_urQ;1113;;2003;2102;99;20-year management contract signed with Sucrerie de Complant du Benin (SUCOBE)
I8aLf5dh;1120;;;;99;Proposal involves leasing 100,000 hectares of shrub land for sugarcane cultivation for 99 years.
h1CoMLO8;1141;;2006;;99;In 2006, the company signed a new 99-year long-term contract with the Cameroonian St
4aEoYDr9;1151;;2005;2060;55;The 2019 SOCFINAF annual report states a 55 year lease from 2005. One data source states 60 year lease. 
wZx8xzIZ;1159;;2013-11;;99;they had 2 contracts emphyteutic lease (99-year lease) contract and 3-year provisional concession in the Presidential decrees of Dec 2013
YwtVz0-w;1160;;;;25;
sh7UX4Wi;1165;;2013;2038;25;Eco-Oil Energie SA Malaysia received a 25-year concession over 50,000 hectares. Renewable contract.
_E4CHz0t;1166;Décret n° 2011-552 du 17 août 2011;2011-08-17;;25;Company states a total of 60 year lease-- 30 years, with additional 30 years renewable. The contract signed in December 2010 granted rights over 30 year period, this was reduced to 25 years renewable lease by a presidential decree in August 2011.
I8NlPIN-;1167;;2013;2043;30;
1E4C--RK;1172;;2008-07;;25;
W78SGySQ;1173;;2003;2033;30;Another data resource claims the land was acquired in 2007.
uzHrz5KB;1184;;;;20;
GxgyoXvI;1186;;;;30;
m9vQeiE_;1189;;;;45;"
Another data source states 50 year lease."
hlU8RYOO;1193;;2012;2052;40;
yynMRe_5;1194;;;;99;
wzAYZo0S;1196;;2007;2057;50;
f9YC1ZUg;1198;;;;50;
fBrot_nd;1201;;;;50;
TcbhDfkB;1202;;2010-05-11;2035-04-11;25;The company signed a 25-year renewable lease for a 27,000-hectare plot at 111 Ethiopian birr ($6.14) per hectare annually.
17smeyL0;1204;;2008;;45;
9cMI1sMR;1205;;2010-10-25;2060;50;Karuturi has leased 100,000 ha of land for 50 years
WD6JxWOX;1208;2010;2010-10-25;2060-10-25;50;
2D96gCVQ;1215;;;;45;
liXcRpyK;1217;;;;25;The Ethiopian government and it has offered us to acquire land on lease for a period ranging between 25 to 40 years
Uf394tqE;1218;;2010-10-01;2035-09-30;25;Contract expires on 30:09:2035
6MjELQb5;1221;;2010-04-05;2035-04-01;25;
fiI2sXFK;1228;;;;50;
8tAsHik_;1230;;2007;2077;70;The contract was given for a period of 70 years
VyoNKtBV;1242;;2012-01-09;2037-01-09;25;
2nWbjhdJ;1244;;2010-09-29;;50;
EpEhz1RB;1252;;;;50;The MOU establishes a 50-year lease on the land for AEG, and includes permission to operate an oil crushing plant and biodiesel processing facility.
V6nFCh4E;1274;;2012-08-24;2037-08-25;25;Lease can be renewed.
q3VIkHUG;1278;;2007-12-18;;;
97b2Uy1H;1285;;;;30;
1DV30wYY;1302;;2010-08-01;2035-07-30;25;
FaFiRx1g;1303;;2010-04-20;2060-04-19;50;Another source states duration is 25 years.
7pmXPtd2;1304;;2010-03-01;2060-02-28;50;"This land lease Agreement shall remain effective for 50 years starting from the date of 1st March, 2010 and shall come to expiry as of the date
28th of February 2060."
K129B4Je;1305;;;;20;
IR7x4h7Y;1306;;2010-11-25;2050-11-24;40;The lease will remain effective for 40 years, starting from 25/11/2010 to 24/11/2050.
REF01qUJ;1308;;2009-12-25;2059;50;
uQ389fd-;1320;;;;50;
IUpH7gKP;1321;;;;;Leased from the government.
hAwMr9xI;1322;;2011-11-04;2061;50;
6bN7HEGv;1323;;2008-01-01;2058-12;50;
PxCuqXok;1324;;2009;;50;
pv8W4-uz;1334;;2007;2057;50;In addition to the 50 year lease, subject to renewal for an additional 45 years.The community is a part shareholder, and thus is both lessor and lessee.
l3_9oK2c;1337;;;;50;
DwWmxaQL;1346;;1976-09-23;2026-09-22;50;Lease was signed on December 12, 1983 valid for 50 years starting from 23 September 1976 to 22 September 2026.
LQjCwFUq;1356;;2018;;25;
m8t36wvE;1359;;2010-09-16;;99;99 year lease for 8015ha with option to extend to 98400ha.
vzOKlHSD;1361;;;;20;
sToyGv7x;1362;;;;20;
6tO9l4eF;1363;;2009;;45;
yd0dlFmq;1374;;2003;2028;25;Duration of agreement from when contract first signed in 2003. It is not clear if the duration has been extended with the new lease transferred in 2019.
OEWpvIM8;1374;;2023;2082;59;A lease to Lake Agro was extended on the Usonga/Usonga/ Block 1/4 which had a subsisting lease for a term of 66 years less the period remaining on the initial lease (59 years). 
5nIQfTXs;1374;;2023;;66;Lake Agro Ltd was allocated a lease for Usonga/Usonga/Block 1/7 and Usonga/Usonga/Block 1/8 for a period of 66 years.
MkgxEXk_;1376;;;;99;
4vCNApz9;1388;;2009-07-23;2072-07-29;63;Another data source states 26:06:2009. Renewable for a further 30 years. The company, government and community are to review the agreement every 5 years.In 2009, the Liberian government granted a 63-year concession to the Malaysian Company, with a total land area of 311,187 hectares in the counties of Bomi, Cape Mount and Gbarpolu in Western Liberia and Bong in Central Liberia.  220,000 hectares of the amount is stipulated for the planting of oil palm.
Bb_6AsKB;1391;;2008-03-31;2049;33;
KHfN4qtR;1392;FMC-001;2008-10-06;2033-10-05;25;The contract was signed 6 October 2008 and approved 27-05-2009. Another source states contract expires 2024/05/26.
z5v53XxP;1393;;2008-08-06;2057;40;
D0aCLtxv;1395;;2008-05-22;2057;50;
CnIhGDlv;1396;;2010-07-01;;65;The contract is for 65 years until 2075, with an opportunity to extend the contract for a further 33 years until 2108.
Kdf4QiBN;1397;;2008-06-11;2028;20;
jbrSXmQX;1412;;2007;2017;10;The ten-year right of use obtained in 2007 by SMCTR
